airport_code,latitude,longitude
3FD7,27.658395,-80.396137
3FD8,26.356321,-80.200236
3FD9,28.6567,-81.353401
3FK,39.426399,-86.058296
3FL,28.270833,-81.285
3FL0,29.43610000610352,-81.65670013427734
3FL1,28.45249938964844,-82.20780181884766
3FL2,28.915082,-81.285213
3FL3,29.193300247192383,-82.17510223388672
3FL4,28.24850082397461,-80.66200256347656
3FL5,27.77829933166504,-80.9218978881836
3FL6,28.4378,-82.53896
3FL7,30.379072,-86.305332
3FL8,30.9463005065918,-85.2738037109375
3FL9,26.5081,-81.913213
3FU,45.030343,-99.112592
3G1,42.044242,-79.85389
3G2,48.293379,-95.626145
3G3,41.003101,-81.7565
3G4,40.903,-82.2556
3G5,39.443698,-79.675231
3G6,40.905998,-81.0
3G8,41.43980026245117,-90.11009979248048
3G9,40.8526,-79.9748
3GA0,33.52750015258789,-84.15689849853516
3GA1,32.728242,-84.356875
3GA2,33.570098876953125,-85.07489776611328
3GA3,34.871111,-85.4375
3GA4,33.60089874267578,-84.54910278320312
3GA5,33.637831,-84.940542
3GA6,33.57059860229492,-84.89830017089844
3GA7,32.450833,-84.249181
3GA8,32.32939910888672,-82.63500213623047
3GA9,33.13349914550781,-84.37740325927734
3GE1,30.737499237060547,-82.12670135498047
3GE2,33.82080078125,-84.12809753417969
3GE3,34.41235,-83.18061
3GE4,34.72999954223633,-85.54190063476562
3GE5,33.680058,-84.002785
3GE6,33.73889923095703,-84.73280334472656
3GE8,33.843616,-82.478807
3GE9,31.591417,-84.156889
3GM,43.034,-86.198196
3GV,39.015149,-94.215252
3H3,61.5975990295,-149.315994263
3H4,47.359402,-97.060402
3H5,41.679199,-90.078697
3HO,41.55419921875,-87.26249694824219
3I2,38.9146,-82.098602
3I3,39.547223,-87.378623
3I4,38.258351,-80.650783
3I7,39.913305,-84.400398
3IA0,41.28919982910156,-91.6876983642578
3IA2,42.016700744628906,-94.38770294189452
3IA3,41.594200134277344,-93.60079956054688
3IA6,41.028900146484375,-92.39070129394533
3IA7,42.101898193359375,-91.777099609375
3IA8,40.40721,-91.387968
3IA9,43.47579956054688,-93.9072036743164
3ID2,46.350675,-115.977
3ID3,46.778153,-117.025436
3ID4,42.9541015625,-115.30500030517578
3ID7,43.47600173950195,-116.40399932861328
3IG3,41.17020034790039,-85.42160034179688
3II0,41.6910848513,-84.864256382
3II1,39.41669845581055,-86.63580322265625
3II2,38.212799072265625,-87.91950225830078
3II3,41.090865,-84.831126
3II4,40.4197998046875,-86.86669921875
3II6,38.931798,-87.24285
3II7,39.579924,-85.81217
3II8,41.44229888916016,-86.26110076904297
3II9,41.098345,-85.241783
3IL0,41.924156,-87.963415
3IL1,38.9253005981,-89.66220092770001
3IL2,41.4123,-88.048698
3IL3,42.10559844970703,-89.18329620361328
3IL4,40.13140106201172,-89.59320068359375
3IL5,41.074303,-89.760353
3IL6,38.08330154418945,-89.31999969482422
3IL7,40.888497,-89.122475
3IL8,40.697944,-88.947
3IL9,40.281024,-89.312593
3IN0,41.558732,-87.125933
3IN3,39.37175,-87.171389
3IN5,41.31689834594727,-85.37139892578125
3IN6,38.588333,-85.505833
3IN7,41.661243,-86.353183
3IN8,41.2047004699707,-86.3458023071289
3IN9,40.15140151977539,-86.11920166015625
3IS1,39.702827,-89.209628
3IS2,40.7406005859375,-90.66960144042967
3IS3,39.739237,-89.146113
3IS4,42.288898,-90.345398
3IS5,39.685394,-89.598722
3IS6,38.222808,-88.883858
3IS7,41.086700439453125,-89.09590148925781
3IS8,41.2308998108,-89.61569976810001
3IS9,37.6328010559082,-89.5062026977539
3J0,32.8665,-81.081001
3J1,32.492699,-80.992302
3J6,30.797501,-82.027603
3JA,37.854684,-95.748018
3JC,39.044452,-96.844566
3JY2,40.8705,-74.44325
3JY6,39.374736,-75.064725
3K3,37.997113,-101.748218
3K4,37.307608,-100.476314
3K7,38.457001,-101.352997
3K8,37.22809982299805,-99.33090209960938
3K9,61.5886993408,-149.384994507
3KK,41.096431,-87.909594
3KS,37.436084,-100.272131
3KS0,39.0525016784668,-95.69550323486328
3KS1,39.830583,-96.164858
3KS2,37.060567,-96.998479
3KS3,37.40272,-97.194278
3KS4,37.767848,-101.434579
3KS5,37.8427155871,-97.3514413834
3KS6,39.20180130004883,-96.60079956054688
3KS7,37.828227,-97.349296
3KS8,37.25650024414063,-95.33360290527344
3KS9,37.726869,-101.195288
3KY0,38.052222,-84.219167
3KY1,37.64139938354492,-87.13169860839844
3KY2,37.923112,-84.41294
3KY3,38.03829956054688,-85.3593978881836
3KY4,38.67279815673828,-85.18280029296875
3KY5,38.680497,-85.168043
3KY6,37.6766,-82.2964
3KY7,37.925892,-84.392236
3KY8,39.02790069580078,-84.52439880371094
3KY9,38.122265,-85.126166
3L2,35.7952995300293,-115.6269989013672
3L7,44.7383,-83.3797
3LA0,29.919700622558597,-92.24739837646484
3LA1,30.558500289916992,-92.8042984008789
3LA2,30.280799865722656,-89.9542007446289
3LA4,29.799701,-92.803563
3LA5,30.646977,-91.138274
3LA6,30.137699127197266,-93.0792999267578
3LA7,30.076753,-91.948969
3LA8,30.138500213623047,-93.22789764404295
3LA9,30.229400634765625,-93.0885009765625
3LF,39.162498,-89.674599
3LL0,42.49169921875,-89.09590148925781
3LL1,38.223785,-89.706689
3LL2,41.46110153198242,-90.15689849853516
3LL3,39.44609832763672,-87.64450073242188
3LL4,42.44720077514648,-88.20149993896484
3LL5,42.464500427246094,-88.23429870605469
3LL6,38.335,-89.769722
3LL7,41.32500076293945,-89.19730377197266
3LL8,38.076011,-88.538446
3LL9,38.80419921875,-89.60890197753906
3LS7,39.98640060424805,-89.51170349121094
3LS8,30.651296,-90.114369
3M0,36.348701,-92.557098
3M1,37.94720077514648,-93.33360290527344
3M5,34.747299,-86.461403
3M7,36.518398,-86.058296
3M8,33.386799,-88.006599
3M9,33.560398,-92.085403
3MA0,42.50979995727539,-71.13639831542969
3MA1,42.356201171875,-71.55509948730469
3MA2,42.316200256347656,-73.03199768066406
3MA3,41.61149978637695,-70.41529846191406
3MA4,41.71480178833008,-69.96610260009766
3MA5,41.543201,-71.035301
3MA6,41.58369827270508,-71.04060363769531
3MA8,42.62229919433594,-70.65229797363281
3MA9,41.64039993286133,-70.40779876708984
3MD0,39.34820175170898,-77.33609771728516
3MD1,38.748009,-76.876858
3MD2,39.41320037841797,-79.40119934082031
3MD3,38.311500549316406,-75.12049865722656
3MD4,38.97760009765625,-76.63939666748047
3MD5,38.62120056152344,-75.84130096435547
3MD6,38.18899917602539,-76.4468994140625
3MD7,39.4025993347168,-76.50499725341797
3MD8,38.612300872802734,-76.17109680175781
3MD9,38.11819839477539,-76.39129638671875
3ME7,44.460597,-70.396957
3ME8,43.994998931884766,-70.64129638671875
3MI0,43.9370002746582,-85.02200317382812
3MI1,44.25054,-85.724398
3MI2,45.399200439453125,-85.8301010131836
3MI3,42.440222,-83.515861
3MI4,42.185001373291,-85.721702575684
3MI5,42.823244,-83.152336
3MI6,42.65700149536133,-83.65019989013672
3MI7,42.829200744628906,-83.36859893798828
3MI9,45.903900146484375,-86.97029876708984
3MN0,45.29219818115234,-94.0947036743164
3MN1,45.562909,-93.547983
3MN2,46.44070053100586,-92.77549743652344
3MN3,45.200273,-96.007611
3MN4,43.950842,-95.385325
3MN5,46.9717111,-94.568387
3MN6,44.163951,-93.983215
3MN7,46.800676,-96.594629
3MN8,44.485722,-92.902225
3MN9,44.9844017029,-93.9360961914
3MO,38.0186,-93.6931
3MO1,39.0457992554,-94.4974975586
3MO2,38.685021,-91.338214
3MO3,39.00809860229492,-94.55819702148438
3MO4,36.450489,-89.62831
3MO5,37.12810134887695,-94.21610260009766
3MO6,39.33560180664063,-94.4835968017578
3MO7,37.958725,-90.627651
3MS0,32.013999938964844,-91.0521011352539
3MS1,34.806433,-89.461455
3MS2,31.0791,-90.028397
3MS3,32.5159,-90.351196
3MS4,30.33839988708496,-88.57360076904297
3MS5,33.300218,-89.814039
3MS6,32.554298400878906,-90.30290222167967
3MS8,32.94219970703125,-88.3635025024414
3MS9,32.581038,-89.136972
3MT2,45.728921,-111.083102
3MT3,46.125556,-109.365
3MT4,48.513426,-109.065333
3MT5,46.132137,-112.957397
3MT6,45.634272,-111.11433
3MT7,47.267327,-111.71748
3MT9,46.471562,-113.492461
3MY,40.7953,-89.613403
3N5,41.027302,-74.758499
3N6,40.329899,-74.346802
3N8,47.261412,-95.930057
3NA0,47.41669845581055,-97.5114974975586
3NA2,47.30279922485352,-101.06700134277344
3NA6,47.770599365234375,-99.46179962158205
3NA7,47.38610076904297,-98.71700286865234
3NC0,35.690399169921875,-81.7123031616211
3NC1,36.20539855957031,-80.65840148925781
3NC2,35.732111,-78.628722
3NC3,35.24689865112305,-80.40750122070312
3NC4,35.05350113,-80.40899658
3NC5,35.812198638916016,-81.06999969482422
3NC6,35.3117980957,-80.644203186
3NC7,36.5192985534668,-81.13670349121094
3NC8,35.157902,-83.067047
3NC9,35.878176,-79.086778
3ND5,47.06110000610352,-97.77120208740234
3ND6,47.242069,-99.897625
3NE2,42.326349,-103.194795
3NE3,40.506868,-99.316464
3NE5,40.947553,-96.202597
3NE7,41.8291015625,-102.34300231933594
3NH2,42.9737639,-72.0847278
3NH4,43.06462,-70.791532
3NH9,43.54759979248047,-71.22699737548828
3NJ0,40.707801818847656,-74.68389892578125
3NJ1,39.982101,-74.692703
3NJ2,40.34180068969727,-74.71630096435547
3NJ3,40.370399475097656,-74.58599853515625
3NJ4,40.33340072631836,-74.63289642333984
3NJ5,40.53340148925781,-74.91629791259766
3NJ6,40.015098571777344,-74.84290313720703
3NJ8,40.62260055541992,-74.63269805908203
3NJ9,39.9411125183,-74.77083587650002
3NK0,43.2030982971,-77.90249633790002
3NK1,41.708723,-74.736359
3NK2,42.68949890136719,-74.92150115966797
3NK3,41.533948,-73.833359
3NK4,42.028193,-79.19765
3NK5,44.61669921875,-73.46530151367188
3NK6,42.637001037597656,-77.88390350341797
3NK7,42.424800872802734,-74.45099639892578
3NK8,42.14059829711914,-73.61190032958984
3NK9,42.100595,-76.826406
3NO,41.368301,-96.022499
3NP,42.170898,-84.259697
3NR3,35.270277,-82.644167
3NR4,36.281394,-76.336688
3NR5,36.036394,-79.092245
3NV1,36.112528,-115.124214
3NV3,39.25910186767578,-119.75499725341795
3NY0,42.827301,-74.403999
3NY1,43.155194,-75.785866
3NY2,40.78620147705078,-73.91210174560547
3NY3,42.85979843139648,-74.82430267333984
3NY5,42.02370071411133,-75.95709991455078
3NY6,42.84120178222656,-74.17870330810547
3NY7,42.984398,-74.519083
3NY8,40.9151,-72.791901
3NY9,43.081717,-79.041572
3O1,37.26269912719727,-120.96299743652344
3O3,34.984501,-97.382797
3O4,35.167598724365234,-99.65789794921876
3O5,34.369052,-98.406315
3O8,36.247813,-120.238323
3O9,36.577598571777,-94.86190032959
3OA3,41.259904,-82.20475
3OA9,40.229400634765625,-83.3677978515625
3OG3,42.122222,-121.791667
3OH0,39.930317,-84.013429
3OH1,39.69729995727539,-84.5427017211914
3OH2,39.037278,-83.923879
3OH3,39.333238,-82.029195
3OH4,41.60390090942383,-80.58979797363281
3OH5,39.492222,-84.319166
3OH6,40.78329849243164,-84.3677978515625
3OH7,39.030102,-84.0466
3OH8,40.360802,-81.423302
3OH9,39.562026,-83.857784
3OI6,40.96120071411133,-82.37069702148438
3OI7,39.2859001159668,-84.4301986694336
3OI8,41.5561,-83.682099
3OI9,41.47639846801758,-81.46600341796875
3OK,35.660331,-97.002388
3OK0,34.70500183105469,-96.57669830322266
3OK1,35.72999954223633,-97.96700286865234
3OK2,35.551608,-98.466734
3OK3,36.105098724365234,-95.23519897460938
3OK4,35.478368,-97.52245
3OK5,34.728599548300004,-97.605796814
3OK6,36.736666,-100.588888
3OK7,36.241798400878906,-96.13420104980467
3OK8,36.11669921875,-96.2335968017578
3OK9,35.321786,-97.040084
3OL8,36.87789916992188,-95.14910125732422
3OR0,45.49599838256836,-122.64800262451172
3OR2,45.31240081787109,-117.95899963378906
3OR4,45.57979965209961,-122.65799713134766
3OR5,44.86009979248047,-123.03800201416016
3OR7,46.033199310302734,-123.11799621582033
3OR8,44.283199310302734,-121.2689971923828
3OR9,43.957401275634766,-118.13200378417967
3P3,46.35969924926758,-102.322998046875
3PA0,40.383399963378906,-76.46640014648438
3PA1,40.133044,-76.31081
3PA2,40.331227,-75.248125
3PA3,40.680193,-75.636742
3PA4,41.77790069580078,-76.13719940185547
3PA5,40.31029891967773,-79.65499877929688
3PA6,40.992446,-76.902474
3PA7,40.339663,-78.389907
3PA8,39.82040023803711,-75.92579650878906
3PA9,40.29679870605469,-75.24800109863281
3PN0,39.96039962768555,-77.25910186767578
3PN1,41.62200164794922,-75.59629821777344
3PN2,39.75899887084961,-77.34750366210938
3PN3,41.28369903564453,-76.03520202636719
3PN4,41.012685,-80.35172
3PN5,40.56510162353516,-75.55799865722656
3PN6,41.742484,-80.07484
3PN7,41.74789810180664,-75.49739837646484
3PN8,40.113056,-75.6925
3PN9,40.444399,-79.558053
3PS0,39.970765,-75.603383
3PS1,40.12590026855469,-75.07879638671875
3PS2,39.978079,-78.540752
3PS3,40.389301,-76.310799
3PS4,40.72359848022461,-77.98739624023438
3PS5,40.80540084838867,-76.56999969482422
3PS6,40.622639,-75.900833
3PS7,41.85810089111328,-75.44889831542969
3PS8,40.39580154418945,-76.74579620361328
3PS9,40.37839889526367,-80.34950256347656
3Q0,38.383301,-118.100998
3R2,30.161603,-92.481744
3R4,31.54490089,-93.4865036
3R7,30.242700576782227,-92.67340087890624
3R8,38.65729904174805,-85.79019927978516
3R9,30.3575,-97.994499
3RC,44.474998,-84.566704
3RU,33.3326,-84.401901
3S2,44.51409912109375,-70.40679931640625
3S4,42.1036987305,-123.681999207
3S5,43.035736,-84.435631
3S6,43.2234992980957,-122.4209976196289
3S7,45.69820022583008,-123.93000030517578
3S8,42.510101,-123.388
3S9,45.24660110473633,-120.16600036621094
3SC3,34.34939956665039,-80.10330200195312
3SC4,34.771301,-81.98822
3SC5,34.721342,-82.247842
3SC7,33.540569,-79.534174
3SD3,43.811798095703125,-102.72000122070312
3SD4,43.464939,-96.862633
3SD5,44.22740173339844,-103.77899932861328
3SD6,45.030117,-97.008825
3T0,33.839298248291016,-96.81009674072266
3T2,29.48,-95.327202
3T3,45.043999,-92.020401
3T4,63.124618,-142.518005
3T5,29.908001,-96.949997
3T6,33.133499,-97.2967
3T7,41.688625,-82.808139
3T8,31.678800582885746,-97.36280059814452
3T9,29.471037,-103.936899
3TA,37.959481,-98.6478
3TA0,30.096900939941406,-100.40499877929688
3TA1,30.456653,-101.736402
3TA2,29.736489,-96.062679
3TA3,29.588451,-98.946197
3TA4,31.48579978942871,-98.9760971069336
3TA5,30.122467,-98.374783
3TA6,29.541900634765625,-100.25299835205078
3TA7,33.140104,-97.804184
3TA8,28.71969985961914,-100.05500030517578
3TA9,28.70859909057617,-100.00700378417967
3TE,42.025101,-83.939201
3TE0,30.731599807739254,-96.131103515625
3TE1,29.95159912109375,-94.90440368652344
3TE2,29.7588005065918,-95.36380004882812
3TE3,33.074013,-96.432
3TE4,30.008801,-104.665001
3TE5,35.33060073852539,-101.38500213623048
3TE6,35.56999969482422,-101.16899871826172
3TE7,33.02585,-97.45931
3TE8,29.319401,-103.584
3TE9,30.10580062866211,-94.95880126953124
3TN0,36.535,-82.423889
3TN1,35.23400115966797,-89.89289855957031
3TN2,35.821701,-84.611
3TN3,36.264622,-88.755541
3TN4,35.881036,-83.726641
3TN5,36.553643,-82.552815
3TN6,35.0968017578125,-89.28060150146484
3TN7,35.724300384521484,-83.63929748535156
3TN8,35.763999938964844,-84.1874008178711
3TN9,36.61330032348633,-86.810302734375
3TR,41.835899353027,-86.225196838379
3TS0,32.50849914550781,-94.70020294189452
3TS1,30.01140022277832,-98.04049682617188
3TS2,31.816400528,-97.0927963257
3TS3,29.37470054626465,-95.29049682617188
3TS4,29.211258,-95.440072
3TS5,34.361669,-101.083342
3TS8,29.789400100708008,-95.27739715576172
3TS9,33.37929916381836,-95.60359954833984
3TX,33.3918,-97.355301
3TX0,27.7411,-97.434998
3TX1,32.082431,-95.445039
3TX2,33.0806999206543,-97.3488998413086
3TX3,33.119598388671875,-97.3197021484375
3TX6,32.233481,-97.380849
3TX7,33.14080047607422,-97.37110137939452
3TX8,30.262778,-98.880611
3TX9,32.5275993347168,-97.28079986572266
3U0,42.02069854736328,-115.33799743652344
3U1,45.267767,-115.683106
3U2,44.912215,-115.485433
3U3,46.153099,-112.867996
3U4,45.606617,-106.27445
3U5,47.46329879760742,-112.37999725341795
3U7,47.480951,-112.870907
3U8,48.163204,-110.115709
3U9,46.211601,-112.106003
3UT6,40.520019,-111.981616
3UT7,40.409681,-111.511273
3UT8,39.72637,-112.30547
3UT9,39.673007,-112.354742
3V0,43.724998,-103.349998
3VA0,38.7759017944336,-77.91059875488281
3VA1,38.770587,-77.797278
3VA2,38.624298095703125,-77.78610229492188
3VA3,38.551488,-77.715411
3VA4,37.857067,-76.736097
3VA5,39.028889,-77.625
3VA6,38.51959991455078,-77.57360076904297
3VA7,39.061816,-78.092365
3VA8,36.85630035400391,-76.68219757080078
3VA9,36.58570098876953,-79.4092025756836
3VG2,37.3883018494,-75.8925018311
3VG3,37.93610000610352,-76.34860229492188
3VG4,36.734008,-78.408189
3VG5,37.128762,-79.303173
3VG6,37.696297,-75.723176
3VG7,38.4846,-77.612801
3VG9,36.711385,-79.136266
3VS,38.427799224854,-92.875198364258
3W2,41.6367,-82.8283
3W3,38.918201,-76.358002
3W5,48.5298,-121.758003
3W6,34.542921,-78.778131
3W7,47.922000885,-119.083000183
3W8,45.800523,-99.643968
3W9,41.694401,-82.7966
3WA0,46.89759826660156,-122.66999816894533
3WA1,47.60359954833984,-120.66999816894533
3WA2,47.500997,-118.233619
3WA3,46.64849853515625,-118.58300018310548
3WA4,46.71649932861328,-118.61799621582033
3WA5,48.25830078125,-122.66699981689452
3WA6,47.00629,-123.392177
3WA7,47.41450119018555,-122.2300033569336
3WA8,47.71611023,-122.1801682
3WA9,46.964544,-122.799937
3WI0,44.6422004699707,-87.4197998046875
3WI1,42.65700149536133,-88.08760070800781
3WI2,43.15280151367188,-88.9845962524414
3WI3,44.76520156860352,-89.40730285644531
3WI4,44.92359924316406,-89.40229797363281
3WI5,42.8125,-88.72650146484375
3WI6,42.590775,-88.874613
3WI7,42.727371,-87.945503
3WI8,44.05329895019531,-89.1218032836914
3WI9,44.99375915527344,-91.37775421142578
3WN1,42.870139,-89.900972
3WN2,46.69160079956055,-90.87069702148438
3WN3,42.5702018737793,-88.04560089111328
3WN4,44.305906,-88.771512
3WN6,45.23899841308594,-91.71189880371094
3WN7,44.150732,-87.618394
3WN8,44.93560028076172,-91.43070220947266
3WN9,44.55690002441406,-91.3668975830078
3WS9,43.61145,-90.307196
3WV2,38.37779998779297,-82.5167007446289
3WV6,37.834155,-81.196654
3WV7,39.329202,-80.238642
3X5,41.717999,-82.821098
3XA0,32.313889,-97.231111
3XA1,33.47395,-97.169267
3XA2,28.979889,-95.992331
3XA4,26.23945236,-98.37071991
3XA5,29.550536,-95.085742
3XA6,30.304401,-97.707757
3XA7,30.890974,-99.006557
3XA8,32.514162,-97.594803
3XA9,29.716024,-93.864541
3XS1,28.767200469970703,-96.30690002441406
3XS2,28.812016,-96.978173
3XS4,30.1343994140625,-93.93599700927734
3XS5,29.29800033569336,-98.67669677734376
3XS6,32.500151,-94.731034
3XS7,33.049167,-97.2935
3XS8,30.137034,-95.917643
3XS9,31.896299362182617,-98.60540008544922
3Y0,42.26240158081055,-95.0906982421875
3Y2,42.98509979248047,-91.79060363769533
3Y3,41.362801,-94.021103
3Y4,41.736099,-95.683601
3Y7,45.389806,-101.437656
3Z1,64.83170318603516,-166.1320037841797
3Z8,59.7470016479,-158.875
3Z9,59.235001,-135.440994
40AK,60.557236,-150.836964
40AL,34.805125,-87.652819
40AR,36.392799377441406,-93.9123992919922
40AZ,33.07889938354492,-112.12899780273438
40C,42.200001,-86.25
40CA,34.024539,-117.95929
40CL,37.024194,-122.156749
40CN,33.614716,-117.169905
40D,45.790199,-89.121002
40FA,28.351187,-81.673346
40FD,28.01059913635254,-81.87899780273438
40FL,26.95232,-81.87127
40G,35.65060043335,-112.14800262451
40GA,33.859798431396484,-84.51380157470703
40I,39.50529861450195,-84.12190246582031
40ID,43.314031,-114.905598
40IL,41.006637,-88.658001
40IN,39.07419967651367,-86.1541976928711
40IS,41.92559814453125,-87.64640045166016
40KS,38.53165,-95.451515
40KY,38.2934,-85.205002
40LA,32.34600067138672,-91.96959686279295
40LL,40.059988,-88.560035
40MA,42.648141,-71.34294
40ME,44.107519,-70.956454
40MN,43.86660003662109,-95.01419830322266
40MO,38.85918,-92.601271
40MT,46.706601,-112.06909
40NC,36.180301666259766,-81.5239028930664
40ND,46.38470077514648,-96.82260131835938
40NE,41.975636,-98.515287
40NJ,40.48619842529297,-74.73570251464844
40NK,38.138906,-85.62941
40OH,41.450479,-81.234512
40OI,41.06169891357422,-81.98359680175781
40OK,36.1161003112793,-96.53810119628906
40OR,42.212576,-122.722839
40PA,41.45899963378906,-75.58100128173828
40PN,41.391438,-76.611179
40RI,41.461444,-71.307667
40TA,31.3129997253418,-96.22049713134766
40TE,30.789100646972656,-97.65499877929688
40TN,36.347471,-83.267349
40TS,27.444844,-97.905942
40TX,30.321521,-95.16291
40U,40.98609924316406,-109.6780014038086
40UT,40.46881,-111.75393
40VA,36.699846,-79.866259
40WA,46.23320007324219,-121.13500213623048
40WI,44.05830001831055,-91.43070220947266
40WV,40.393778,-80.527402
40XA,29.76583,-95.398444
40XS,30.51768,-97.780865
41AK,61.5009002686,-149.639694214
41AL,33.6484,-86.8189
41AR,34.12329864501953,-93.34970092773438
41AZ,32.991601,-112.02364
41C,42.691605,-85.647727
41CA,40.3176,-123.253998
41CO,39.971195,-107.611082
41D,42.667991,-83.456633
41F,34.00230026,-101.3300018
41FD,26.89579963684082,-82.24169921875
41FL,26.63419914245605,-81.83399963378906
41G,42.840302,-84.479103
41GA,33.538056,-84.346486
41GE,33.89995,-84.78143
41ID,43.471383,-116.326417
41IG,39.972549,-86.997578
41IL,42.466547,-88.132836
41IN,38.30030059814453,-85.83580017089844
41IS,41.204498291015625,-88.80339813232422
41KS,38.734313,-94.798422
41KY,38.250187,-85.750839
41LA,32.536389,-93.76
41MA,41.590556,-70.474963
41ME,44.519616,-70.146278
41MI,41.795308,-85.406566
41MN,44.772311,-93.503898
41MO,37.186944,-93.094167
41MS,33.523339,-90.362093
41MT,48.08715,-116.046267
41N,41.212023,-80.970183
41NC,35.52180099487305,-80.52200317382812
41ND,48.140511,-101.147367
41NH,44.903922,-71.481517
41NJ,40.79180145263672,-74.07240295410156
41NK,41.947778,-73.518055
41NR,35.927119,-80.571944
41NY,44.31240081787109,-73.38490295410156
41OH,40.313975,-84.181046
41OI,40.75260162353516,-82.5281982421875
41OK,35.563145,-97.488636
41OR,44.053657,-123.003597
41PA,40.25790023803711,-77.0813980102539
41PN,40.9901008605957,-80.33869934082031
41TA,32.23731,-97.8707
41TE,30.018286,-99.11432
41TN,35.90079879760742,-86.20719909667969
41TS,33.37839889526367,-96.44830322265624
41TT,30.181375,-99.40747
41TX,33.375258,-96.08233
41U,39.32910156,-111.6149979
41VA,37.534302,-77.443604
41WA,47.407198,-120.32121
41WI,42.73860168457031,-88.57980346679688
41XA,29.831536,-98.462468
41XS,30.534482,-97.419849
42A,36.070999,-91.830101
42AK,70.110889,-152.12975
42AL,32.093361,-88.210349
42AR,36.33325,-92.3874
42B,41.446072,-72.45698
42C,43.5597,-85.7742
42CA,33.705854,-116.236761
42CL,33.66310119628906,-117.90399932861328
42CN,36.70909881591797,-119.40499877929688
42CO,39.6875,-105.39600372314452
42FA,30.197329,-81.834444
42FD,26.610700607299805,-80.08760070800781
42FL,24.971200942993164,-80.59559631347656
42GA,33.980899810791016,-84.56330108642578
42I,40.00699996948242,-82.01239776611328
42IA,42.261494,-96.289523
42ID,44.07043,-115.79322
42IL,42.20330047607422,-88.49749755859375
42IN,41.349315,-85.267654
42J,29.8447,-82.047501
42JY,39.413436,-75.008369
42KS,37.01069,-98.454528
42KY,36.77640151977539,-88.22229766845703
42L,33.76470184326172,-118.1999969482422
42LA,29.708624,-91.200909
42M,36.522301,-91.571999
42MA,42.25429916381836,-71.79769897460938
42MD,39.46829987,-79.4253006
42ME,44.537456,-69.899501
42MI,43.291006,-83.740025
42MN,45.08409881591797,-93.56439971923828
42MO,38.12310028076172,-90.38899993896484
42MS,33.4752306,-88.8209694
42MT,47.414718,-113.622358
42NC,35.957801818847656,-78.17060089111328
42NH,44.48673,-71.15433
42NJ,39.589204,-75.181541
42NR,35.425961,-78.809454
42NY,42.66899871826172,-76.05619812011719
42OH,41.155978,-81.004429
42OI,40.0994987487793,-82.46540069580078
42OK,35.547298431396484,-97.49559783935548
42OR,44.134082,-120.324883
42PA,40.022598,-75.585999
42PN,40.45090103149414,-80.00060272216797
42SC,34.162866,-79.666066
42TA,29.7012996673584,-95.07830047607422
42TE,29.60647,-95.61886
42TN,36.411944,-88.265556
42TS,30.221846,-98.592272
42TT,30.45562,-95.230785
42TX,33.321608,-96.065986
42U,41.1488,-111.766998
42UT,40.486556,-111.889694
42V,40.057999,-101.546997
42VA,36.678979,-76.032677
42VG,36.77635,-76.099513
42VT,44.36690139770508,-73.15019989013672
42WA,47.81719970703125,-118.8010025024414
42WI,45.45439910888672,-91.11009979248048
42XA,31.362276,-97.0903
42XS,27.957444,-98.403889
43A,35.384097,-79.790546
43AK,61.60079956054688,-149.57899475097656
43AL,34.769023,-85.69632
43AR,35.613074,-91.24173
43AS,34.448697,-90.66181
43AZ,33.400669,-113.229861
43B,44.726398,-67.9907
43CA,33.193678,-116.329669
43CL,34.206265,-115.997775
43CN,36.102661,-119.594815
43CO,38.808643,-107.636147
43D,47.347599029541016,-118.677001953125
43FA,27.931176,-82.287834
43FD,28.28773,-81.385705
43FL,28.984023,-81.826184
43G,42.176701,-83.545799
43GA,33.513643,-84.228162
43GE,34.662637,-84.489758
43I,40.70370101928711,-85.93250274658203
43IA,41.770833,-90.4
43ID,46.184188,-115.868056
43IG,46.801528,-124.072944
43II,41.45230102539063,-87.31890106201172
43IL,41.862142,-87.670249
43IN,38.13750076293945,-87.67639923095703
43IS,40.097801208496094,-88.42060089111328
43K,38.337502,-96.991699
43KS,39.101898193359375,-96.41780090332033
43KY,38.26309967041016,-85.71019744873047
43L,34.18330001831055,-118.447998046875
43LA,32.747904,-93.872874
43MI,45.85910034179688,-87.1167984008789
43MN,46.934031,-92.412775
43MO,38.783344,-94.370134
43MT,47.991745,-115.751871
43NC,36.02080154418945,-80.51640319824219
43NE,40.76593,-99.154783
43NH,43.223044,-70.831564
43NJ,40.45289993286133,-74.31289672851562
43NV,38.72871,-119.466067
43NY,43.055361,-76.150421
43OA,39.581422,-84.092783
43OI,41.19869995117188,-83.70079803466797
43OK,35.660331,-97.002388
43OR,44.622655,-122.753742
43PA,40.160099029541016,-75.54630279541016
43PN,41.937012,-79.612277
43SC,35.019537,-82.546479
43TE,29.765467,-95.371537
43TN,35.622034,-86.01589
43TS,28.474205,-98.583811
43TT,33.221358,-96.869695
43TX,26.153136,-98.136331
43VA,37.277599,-80.128403
43WA,47.762298583984375,-122.15699768066406
43WI,45.031106,-91.73124
43XA,28.825625,-95.908217
43XS,29.425800323486328,-94.9810028076172
43Y,47.889453,-94.260103
44A,32.518398,-114.697998
44AK,61.53340148925781,-150.1020050048828
44AR,34.46125,-92.576806
44AZ,36.93190002441406,-111.97000122070312
44B,45.177502,-69.244698
44C,42.497799,-88.967598
